"ID","RSU Code","SDU Billing Rates","Circle","GST State","ID (Rsu Items)","Item (Rsu Items)","Plan FAT (Rsu Items)","Plan Fibre length (Rsu Items)","Plan HP (Rsu Items)"
"VEM-0-DEL-11270","VEM-0","DEL 1 Year Fix","DEL","Haryana","fji5uudv0f","SER-FSDU-CFT-6F",52,0,416
"","","","","","fji5re0ipo","SER-FSDU-CFT-12F",52,0,416
"","","","","","fji50fkat5","SER-FSDU-CFT-24F",52,0,416
"","","","","","fji55phlp9","SER-FSDU-CFT-48F",52,0,416
"VE3-0-DEL-11269","VE3-0","DEL 1 Year Fix","DEL","Uttar Pradesh","fji5rlvm82","SER-FSDU-CFT-6F",102,0,1600
"","","","","","fji5j6ntsc","SER-FSDU-CFT-12F",102,0,1600
"","","","","","fji5oc8oo7","SER-FSDU-CFT-24F",102,0,1600
"","","","","","fji5i18v7q","SER-FSDU-CFT-48F",102,0,1600
"VE2-0-DEL-11268","VE2-0","DEL 1 Year Fix","DEL","Uttar Pradesh","fji5qhu0j2","SER-FSDU-CFT-6F",134,0,1600
"","","","","","fji5rcrilp","SER-FSDU-CFT-12F",134,0,1600
"","","","","","fji5pikr5l","SER-FSDU-CFT-24F",134,0,1600
"","","","","","fji5i57n0t","SER-FSDU-CFT-48F",134,0,1600
"V8Y-0-DEL-11267","V8Y-0","DEL 1 Year Fix","DEL","Delhi","fji51p2ei6","SER-FSDU-CFT-6F",65,870,568
"","","","","","fji5h3b4gc","SER-FSDU-CFT-12F",65,795,568
"","","","","","fji5h5gb5t","SER-FSDU-CFT-24F",65,795,568
"","","","","","fji5m0hdro","SER-FSDU-CFT-48F",65,710,568
"V3V-0-DEL-11266","V3V-0","DEL 1 Year Fix","DEL","","fji51jsdf1","SER-FSDU-CFT-6F",76,1254,608
"","","","","","fji54phtu9","SER-FSDU-CFT-12F",76,1198,608
"","","","","","fji50sioff","SER-FSDU-CFT-24F",76,2442,608
"","","","","","fji5uletnc","SER-FSDU-CFT-48F",76,1084,608
"V3K-0-DEL-11265","V3K-0","DEL 1 Year Fix","DEL","","fji55ku8mu","SER-FSDU-CFT-6F",72,1495,576
"","","","","","fji58fqnah","SER-FSDU-CFT-12F",72,1521,576
"","","","","","fji536e4ln","SER-FSDU-CFT-24F",72,3687,576
"","","","","","fji5bk17t2","SER-FSDU-CFT-48F",72,699,576
"V3H-0-DEL-11264","V3H-0","DEL 1 Year Fix","DEL","","fji46rav9s","SER-FSDU-CFT-6F",196,4910,1568
"","","","","","fji4t67bgk","SER-FSDU-CFT-12F",196,3070,1568
"","","","","","fji4frujjs","SER-FSDU-CFT-24F",196,1590,1568
"","","","","","fji48ccb1n","SER-FSDU-CFT-48F",196,1780,1568
"U3L-0-DEL-11263","U3L-0","DEL 1 Year Fix","DEL","","fji41i6ol3","SER-FSDU-CFT-6F",221,8937,1768
"","","","","","fji41gsf9t","SER-FSDU-CFT-12F",221,6041,1768
"","","","","","fji4olum0t","SER-FSDU-CFT-24F",221,8937,1768
"","","","","","fji4b6nt5t","SER-FSDU-CFT-48F",221,0,1768
"U3K-0-DEL-11262","U3K-0","DEL 1 Year Fix","DEL","","fji47l6m0k","SER-FSDU-CFT-6F",104,2203,832
"","","","","","fji4bkgmhi","SER-FSDU-CFT-12F",104,2285,832
"","","","","","fji4vr4qrp","SER-FSDU-CFT-24F",104,3663,832
"","","","","","fji4621atr","SER-FSDU-CFT-48F",104,715,832
"U3J-0-DEL-11261","U3J-0","DEL 1 Year Fix","DEL","","fji4r2rrjr","SER-FSDU-CFT-6F",225,0,1800
"","","","","","fji4m86c31","SER-FSDU-CFT-12F",225,0,1800
"","","","","","fji4eqruka","SER-FSDU-CFT-24F",225,11779,1800
"","","","","","fji4efmnti","SER-FSDU-CFT-48F",225,0,1800
"TJ3-0-DEL-11260","TJ3-0","DEL 1 Year Fix","DEL","","fji4r4opc5","SER-FSDU-CFT-6F",300,9000,3504
"","","","","","fji4e8e9nt","SER-FSDU-CFT-12F",300,4770,3504
"","","","","","fji490sed4","SER-FSDU-CFT-24F",300,1425,3504
"","","","","","fji4152936","SER-FSDU-CFT-48F",300,1695,3504
"T3G-0-DEL-11259","T3G-0","DEL 1 Year Fix","DEL","","fji4fqkbas","SER-FSDU-CFT-6F",47,1896,376
"","","","","","fji4823o5o","SER-FSDU-CFT-12F",47,2724,376
"","","","","","fji48olrsc","SER-FSDU-CFT-24F",47,1280,376
"","","","","","fji4uo5v6o","SER-FSDU-CFT-48F",47,0,376
"T3F-0-DEL-11258","T3F-0","DEL 1 Year Fix","DEL","","fji4v0g3jp","SER-FSDU-CFT-6F",77,4080,616
"","","","","","fji4v11mfi","SER-FSDU-CFT-12F",77,1920,616
"","","","","","fji4asknqi","SER-FSDU-CFT-24F",77,640,616
"","","","","","fji4m8b73l","SER-FSDU-CFT-48F",77,0,616
"SN3-0-DEL-11257","SN3-0","DEL 1 Year Fix","DEL","","fji4e0ku7t","SER-FSDU-CFT-6F",64,2260,904
"","","","","","fji4mhdpg3","SER-FSDU-CFT-12F",64,1100,904
"","","","","","fji45o95gc","SER-FSDU-CFT-24F",64,840,904
"","","","","","fji4chsfkd","SER-FSDU-CFT-48F",64,0,904
"SK2-0-DEL-11256","SK2-0","DEL 1 Year Fix","DEL","","fji4no6ceo","SER-FSDU-CFT-6F",128,0,1152
"","","","","","fji4skh3nt","SER-FSDU-CFT-12F",128,0,1152
"","","","","","fji4s8jv9q","SER-FSDU-CFT-24F",128,0,1152
"","","","","","fji44ge8bd","SER-FSDU-CFT-48F",128,0,1152
"S3X-0-DEL-11255","S3X-0","DEL 1 Year Fix","DEL","","fji3k5hhtj","SER-FSDU-CFT-6F",222,8940,1776
"","","","","","fji3r43pjh","SER-FSDU-CFT-12F",222,4224,1776
"","","","","","fji338409o","SER-FSDU-CFT-24F",222,3444,1776
"","","","","","fji3tqv4kj","SER-FSDU-CFT-48F",222,520,1776
"S3L-0-DEL-11254","S3L-0","DEL 1 Year Fix","DEL","","fji37njsju","SER-FSDU-CFT-6F",281,3381,2248
"","","","","","fji3bmj6jc","SER-FSDU-CFT-12F",281,2642,2248
"","","","","","fji3qahn78","SER-FSDU-CFT-24F",281,3335,2248
"","","","","","fji3tugk53","SER-FSDU-CFT-48F",281,4512,2248
"S2L-0-DEL-11253","S2L-0","DEL 1 Year Fix","DEL","Delhi","fji3cq61ja","SER-FSDU-CFT-6F",119,1962,952
"","","","","","fji3r7p9q5","SER-FSDU-CFT-12F",119,1329,952
"","","","","","fji32ne81m","SER-FSDU-CFT-24F",119,309,952
"","","","","","fji314r6sk","SER-FSDU-CFT-48F",119,0,952
"RZ4-0-DEL-11252","RZ4-0","DEL 1 Year Fix","DEL","","fji3h9o3j2","SER-FSDU-CFT-6F",183,2740,1920
"","","","","","fji37r920d","SER-FSDU-CFT-12F",183,2976,1920
"","","","","","fji3mtdjhc","SER-FSDU-CFT-24F",183,4916,1920
"","","","","","fji3d5df5a","SER-FSDU-CFT-48F",183,2308,1920
"RM0-0-DEL-11251","RM0-0","DEL 1 Year Fix","DEL","","fji3nn6sc6","SER-FSDU-CFT-6F",172,2110,1376
"","","","","","fji3pl4a03","SER-FSDU-CFT-12F",172,3065,1376
"","","","","","fji3eurhir","SER-FSDU-CFT-24F",172,3130,1376
"","","","","","fji3c6r9op","SER-FSDU-CFT-48F",172,3720,1376
"RJ2-0-DEL-11250","RJ2-0","DEL 1 Year Fix","DEL","","fji36ck702","SER-FSDU-CFT-6F",274,7580,2232
"","","","","","fji3je5u78","SER-FSDU-CFT-12F",274,2260,2232
"","","","","","fji36t1ps9","SER-FSDU-CFT-24F",274,1540,2232
"","","","","","fji3nf0jre","SER-FSDU-CFT-48F",274,1330,2232
"RAP-0-DEL-11249","RAP-0","DEL 1 Year Fix","DEL","","fji3mcq3mb","SER-FSDU-CFT-6F",99,1690,936
"","","","","","fji3r5vn45","SER-FSDU-CFT-12F",99,1770,936
"","","","","","fji3omffnu","SER-FSDU-CFT-24F",99,1270,936
"","","","","","fji3of0k98","SER-FSDU-CFT-48F",99,393,936
"R4W-0-DEL-11248","R4W-0","DEL 1 Year Fix","DEL","Delhi","fji3kugh76","SER-FSDU-CFT-6F",190,0,1520
"","","","","","fji30m95em","SER-FSDU-CFT-12F",190,0,1520
"","","","","","fji32jeqju","SER-FSDU-CFT-24F",190,0,1520
"","","","","","fji3selnpq","SER-FSDU-CFT-48F",190,0,1520
"R3O-0-DEL-11247","R3O-0","DEL 1 Year Fix","DEL","","fji353ksu8","SER-FSDU-CFT-6F",155,2910,1240
"","","","","","fji3kkagdv","SER-FSDU-CFT-12F",155,3257,1240
"","","","","","fji3nivjmm","SER-FSDU-CFT-24F",155,1675,1240
"","","","","","fji3jtepql","SER-FSDU-CFT-48F",155,507,1240
"R2Z-0-DEL-11246","R2Z-0","DEL 1 Year Fix","DEL","","fji2l90jn3","SER-FSDU-CFT-6F",304,8970,2432
"","","","","","fji2gtnl7b","SER-FSDU-CFT-12F",304,3360,2432
"","","","","","fji2ckkc5q","SER-FSDU-CFT-24F",304,3540,2432
"","","","","","fji26bl4df","SER-FSDU-CFT-48F",304,45,2432
"R2P-0-DEL-11245","R2P-0","DEL 1 Year Fix","DEL","","fji26rnbov","SER-FSDU-CFT-6F",159,5000,1272
"","","","","","fji2q8jv6v","SER-FSDU-CFT-12F",159,3000,1272
"","","","","","fji2usrivv","SER-FSDU-CFT-24F",159,2400,1272
"","","","","","fji25a9a57","SER-FSDU-CFT-48F",159,210,1272
"R0H-0-DEL-11244","R0H-0","DEL 1 Year Fix","DEL","","fji2ta3tjn","SER-FSDU-CFT-6F",140,1701,1120
"","","","","","fji2354ss0","SER-FSDU-CFT-12F",140,1296,1120
"","","","","","fji2m551je","SER-FSDU-CFT-24F",140,4118,1120
"","","","","","fji26777n3","SER-FSDU-CFT-48F",140,0,1120
"PV3-0-DEL-11243","PV3-0","DEL 1 Year Fix","DEL","Delhi","fji25iqtdf","SER-FSDU-CFT-6F",75,958,600
"","","","","","fji2asj6q1","SER-FSDU-CFT-12F",75,772,600
"","","","","","fji2crmqso","SER-FSDU-CFT-24F",75,1855,600
"","","","","","fji2j63lcf","SER-FSDU-CFT-48F",75,685,600
"PJ1-0-DEL-11242","PJ1-0","DEL 1 Year Fix","DEL","","fji2frprdi","SER-FSDU-CFT-6F",278,2521,2224
"","","","","","fji2n89546","SER-FSDU-CFT-12F",278,3410,2224
"","","","","","fji262lftq","SER-FSDU-CFT-24F",278,1820,2224
"","","","","","fji2tnmgeh","SER-FSDU-CFT-48F",278,236,2224
"P4V-0-DEL-11241","P4V-0","DEL 1 Year Fix","DEL","","fji27jk5sb","SER-FSDU-CFT-6F",60,805,480
"","","","","","fji22jl8sp","SER-FSDU-CFT-12F",60,797,480
"","","","","","fji2u42j5b","SER-FSDU-CFT-24F",60,1552,480
"","","","","","fji2ejjghq","SER-FSDU-CFT-48F",60,612,480
"P4U-0-DEL-11240","P4U-0","DEL 1 Year Fix","DEL","","fji2739c5l","SER-FSDU-CFT-6F",146,2840,1168
"","","","","","fji2u20uuv","SER-FSDU-CFT-12F",146,1900,1168
"","","","","","fji2jsfojl","SER-FSDU-CFT-24F",146,4100,1168
"","","","","","fji2fgqnur","SER-FSDU-CFT-48F",146,2480,1168
"P3E-0-DEL-11239","P3E-0","DEL 1 Year Fix","DEL","","fji20ildsl","SER-FSDU-CFT-6F",182,3525,1456
"","","","","","fji2a3eavh","SER-FSDU-CFT-12F",182,3390,1456
"","","","","","fji25n1r0s","SER-FSDU-CFT-24F",182,2815,1456
"","","","","","fji2s8ehi2","SER-FSDU-CFT-48F",182,1325,1456
"P2C-0-DEL-11238","P2C-0","DEL 1 Year Fix","DEL","","fji224a4o5","SER-FSDU-CFT-6F",88,2317,704
"","","","","","fji232u91r","SER-FSDU-CFT-12F",88,2353,704
"","","","","","fji2s585e3","SER-FSDU-CFT-24F",88,2535,704
"","","","","","fji2mi2ae9","SER-FSDU-CFT-48F",88,0,704
"P1X-0-DEL-11237","P1X-0","DEL 1 Year Fix","DEL","","fji1n35ih8","SER-FSDU-CFT-6F",114,0,912
"","","","","","fji16v4bbo","SER-FSDU-CFT-12F",114,0,912
"","","","","","fji1hc7p79","SER-FSDU-CFT-24F",114,0,912
"","","","","","fji14g2saj","SER-FSDU-CFT-48F",114,0,912
"OL4-0-DEL-11236","OL4-0","DEL 1 Year Fix","DEL","Delhi","fji1re0en5","SER-FSDU-CFT-6F",58,1106,880
"","","","","","fji1ei2kf4","SER-FSDU-CFT-12F",58,870,880
"","","","","","fji1d3vlml","SER-FSDU-CFT-24F",58,950,880
"","","","","","fji1a2sihc","SER-FSDU-CFT-48F",58,1360,880
"NZX-0-DEL-11235","NZX-0","DEL 1 Year Fix","DEL","","fji19gdaun","SER-FSDU-CFT-6F",338,8230,2704
"","","","","","fji1nkmufb","SER-FSDU-CFT-12F",338,7745,2704
"","","","","","fji1rk65if","SER-FSDU-CFT-24F",338,5160,2704
"","","","","","fji1mevnfu","SER-FSDU-CFT-48F",338,810,2704
"NXZ-0-DEL-11234","NXZ-0","DEL 1 Year Fix","DEL","","fji19ki45k","SER-FSDU-CFT-6F",133,2738,1104
"","","","","","fji11dks54","SER-FSDU-CFT-12F",133,3195,1104
"","","","","","fji1v5893b","SER-FSDU-CFT-24F",133,2160,1104
"","","","","","fji19qcrn0","SER-FSDU-CFT-48F",133,0,1104
"NXS-0-DEL-11233","NXS-0","DEL 1 Year Fix","DEL","","fji1ucv98m","SER-FSDU-CFT-6F",311,6965,2488
"","","","","","fji1pug1nd","SER-FSDU-CFT-12F",311,7960,2488
"","","","","","fji1t7qnl7","SER-FSDU-CFT-24F",311,6710,2488
"","","","","","fji1ti1nef","SER-FSDU-CFT-48F",311,300,2488
"NX0-0-DEL-11232","NX0-0","DEL 1 Year Fix","DEL","","fji13vcel7","SER-FSDU-CFT-6F",216,3264,1728
"","","","","","fji1s80uu5","SER-FSDU-CFT-12F",216,3795,1728
"","","","","","fji1j46h45","SER-FSDU-CFT-24F",216,6618,1728
"","","","","","fji1t6naad","SER-FSDU-CFT-48F",216,3173,1728
"NU0-0-DEL-11231","NU0-0","DEL 1 Year Fix","DEL","","fji11e989f","SER-FSDU-CFT-6F",219,3985,2488
"","","","","","fji15o9do5","SER-FSDU-CFT-12F",219,4325,2488
"","","","","","fji13jl3m6","SER-FSDU-CFT-24F",219,2764,2488
"","","","","","fji156b9tf","SER-FSDU-CFT-48F",219,3826,2488
"NS0-0-DEL-11230","NS0-0","DEL 1 Year Fix","DEL","","fji10teh2h","SER-FSDU-CFT-6F",190,3370,1632
"","","","","","fji1mqhvlq","SER-FSDU-CFT-12F",190,2908,1632
"","","","","","fji1fq0e5c","SER-FSDU-CFT-24F",190,5633,1632
"","","","","","fji10piv8d","SER-FSDU-CFT-48F",190,1345,1632
"NR0-0-DEL-11229","NR0-0","DEL 1 Year Fix","DEL","","fji1f8dul7","SER-FSDU-CFT-6F",142,3080,1136
"","","","","","fji1u50up7","SER-FSDU-CFT-12F",142,2022,1136
"","","","","","fji1kntb5t","SER-FSDU-CFT-24F",142,3162,1136
"","","","","","fji1fqf3tl","SER-FSDU-CFT-48F",142,1698,1136
"NP4-0-DEL-11228","NP4-0","DEL 1 Year Fix","DEL","Delhi","fji0m7977o","SER-FSDU-CFT-6F",267,3455,2136
"","","","","","fji0j7gevr","SER-FSDU-CFT-12F",267,3361,2136
"","","","","","fji08ns8a9","SER-FSDU-CFT-24F",267,5796,2136
"","","","","","fji009rcav","SER-FSDU-CFT-48F",267,4620,2136
"NH0-0-DEL-11227","NH0-0","DEL 1 Year Fix","DEL","","fji05qso1b","SER-FSDU-CFT-6F",64,0,512
"","","","","","fji071ni52","SER-FSDU-CFT-12F",64,0,512
"","","","","","fji0cen200","SER-FSDU-CFT-24F",64,0,512
"","","","","","fji02pqvnd","SER-FSDU-CFT-48F",64,0,512
"N3T-0-DEL-11226","N3T-0","DEL 1 Year Fix","DEL","","fji0pq9gp9","SER-FSDU-CFT-6F",229,3222,1840
"","","","","","fji0r22t6t","SER-FSDU-CFT-12F",229,2261,1840
"","","","","","fji01bv17p","SER-FSDU-CFT-24F",229,4429,1840
"","","","","","fji0c9418r","SER-FSDU-CFT-48F",229,2466,1840
"N2X-0-DEL-11225","N2X-0","DEL 1 Year Fix","DEL","","fji0fat590","SER-FSDU-CFT-6F",60,1006,480
"","","","","","fji01pcq4a","SER-FSDU-CFT-12F",60,1422,480
"","","","","","fji0n790eb","SER-FSDU-CFT-24F",60,1324,480
"","","","","","fji0suc600","SER-FSDU-CFT-48F",60,0,480
"N2P-0-DEL-11224","N2P-0","DEL 1 Year Fix","DEL","","fji0t3lad5","SER-FSDU-CFT-6F",307,10520,2472
"","","","","","fji0hk17q5","SER-FSDU-CFT-12F",307,3010,2472
"","","","","","fji0ei4v54","SER-FSDU-CFT-24F",307,1780,2472
"","","","","","fji0asc8dl","SER-FSDU-CFT-48F",307,0,2472
"MN0-0-DEL-11223","MN0-0","DEL 1 Year Fix","DEL","","fji0jf7jpe","SER-FSDU-CFT-6F",116,1420,928
"","","","","","fji06c1noj","SER-FSDU-CFT-12F",116,1060,928
"","","","","","fji0d80nkp","SER-FSDU-CFT-24F",116,3088,928
"","","","","","fji0oq7h7g","SER-FSDU-CFT-48F",116,815,928
"MB2-0-DEL-11222","MB2-0","DEL 1 Year Fix","DEL","","fji0ioq0df","SER-FSDU-CFT-6F",33,1750,280
"","","","","","fji0kn5ibs","SER-FSDU-CFT-12F",33,390,280
"","","","","","fji0phif8n","SER-FSDU-CFT-24F",33,600,280
"","","","","","fji0t7pd12","SER-FSDU-CFT-48F",33,0,280
"M2P-0-DEL-11221","M2P-0","DEL 1 Year Fix","DEL","","fji06u2v5q","SER-FSDU-CFT-6F",90,1308,720
"","","","","","fji0074ib1","SER-FSDU-CFT-12F",90,996,720
"","","","","","fji09k19nm","SER-FSDU-CFT-24F",90,600,720
"","","","","","fji0bkj6a8","SER-FSDU-CFT-48F",90,0,720
"M1U-0-DEL-11220","M1U-0","DEL 1 Year Fix","DEL","","fji081khe2","SER-FSDU-CFT-6F",228,1422,1824
"","","","","","fji0df7uts","SER-FSDU-CFT-12F",228,2505,1824
"","","","","","fji0caj2mp","SER-FSDU-CFT-24F",228,1236,1824
"","","","","","fji0e4mfn5","SER-FSDU-CFT-48F",228,208,1824
"M1G-0-DEL-11219","M1G-0","DEL 1 Year Fix","DEL","","fjhvckfk3h","SER-FSDU-CFT-6F",150,1640,1200
"","","","","","fjhv9dt5di","SER-FSDU-CFT-12F",150,1680,1200
"","","","","","fjhvgri6je","SER-FSDU-CFT-24F",150,3200,1200
"","","","","","fjhvstv315","SER-FSDU-CFT-48F",150,2130,1200
"M0R-0-DEL-11218","M0R-0","DEL 1 Year Fix","DEL","","fjhvgogefh","SER-FSDU-CFT-6F",125,2022,1000
"","","","","","fjhvbl74t4","SER-FSDU-CFT-12F",125,1951,1000
"","","","","","fjhv4i5fm2","SER-FSDU-CFT-24F",125,2528,1000
"","","","","","fjhv7nocra","SER-FSDU-CFT-48F",125,870,1000
"M0N-0-DEL-11217","M0N-0","DEL 1 Year Fix","DEL","","fjhvl36d92","SER-FSDU-CFT-6F",141,1988,1208
"","","","","","fjhvorr14d","SER-FSDU-CFT-12F",141,2138,1208
"","","","","","fjhvqptqmq","SER-FSDU-CFT-24F",141,3366,1208
"","","","","","fjhvbp1gh1","SER-FSDU-CFT-48F",141,1458,1208
"M0H-0-DEL-11216","M0H-0","DEL 1 Year Fix","DEL","","fjhv0q700u","SER-FSDU-CFT-6F",207,0,1656
"","","","","","fjhv4bvq1d","SER-FSDU-CFT-12F",207,0,1656
"","","","","","fjhveus687","SER-FSDU-CFT-24F",207,0,1656
"","","","","","fjhvunf92d","SER-FSDU-CFT-48F",207,0,1656
"M0G-0-DEL-11215","M0G-0","DEL 1 Year Fix","DEL","","fjhvbg1pr5","SER-FSDU-CFT-6F",84,1791,1024
"","","","","","fjhvm6jfpl","SER-FSDU-CFT-12F",84,2141,1024
"","","","","","fjhvteujeh","SER-FSDU-CFT-24F",84,801,1024
"","","","","","fjhvru6rba","SER-FSDU-CFT-48F",84,617,1024
"LB4-0-DEL-11214","LB4-0","DEL 1 Year Fix","DEL","","fjhvelgjq7","SER-FSDU-CFT-6F",148,2293,1184
"","","","","","fjhvp4iva5","SER-FSDU-CFT-12F",148,1903,1184
"","","","","","fjhv7nc88s","SER-FSDU-CFT-24F",148,4113,1184
"","","","","","fjhvrs22qr","SER-FSDU-CFT-48F",148,2201,1184
"KZC-0-DEL-11213","KZC-0","DEL 1 Year Fix","DEL","Delhi","fjhvh94em9","SER-FSDU-CFT-6F",87,1305,1424
"","","","","","fjhvbc55aj","SER-FSDU-CFT-12F",87,940,1424
"","","","","","fjhvm3j55e","SER-FSDU-CFT-24F",87,1155,1424
"","","","","","fjhvmvpm1b","SER-FSDU-CFT-48F",87,725,1424
"KXW-0-DEL-11212","KXW-0","DEL 1 Year Fix","DEL","","fjhvgihke3","SER-FSDU-CFT-6F",237,5500,1896
"","","","","","fjhvmrck29","SER-FSDU-CFT-12F",237,5800,1896
"","","","","","fjhv43m8ca","SER-FSDU-CFT-24F",237,3550,1896
"","","","","","fjhvh9g4n1","SER-FSDU-CFT-48F",237,690,1896
"KV2-0-DEL-11211","KV2-0","DEL 1 Year Fix","DEL","","fjhujls3g4","SER-FSDU-CFT-6F",274,8800,2760
"","","","","","fjhuhg4e0u","SER-FSDU-CFT-12F",274,2800,2760
"","","","","","fjhuu5r36e","SER-FSDU-CFT-24F",274,2200,2760
"","","","","","fjhu9npc2h","SER-FSDU-CFT-48F",274,470,2760
"KN0-0-DEL-11210","KN0-0","DEL 1 Year Fix","DEL","","fjhutiikpt","SER-FSDU-CFT-6F",84,1060,1000
"","","","","","fjhuo4e9sb","SER-FSDU-CFT-12F",84,1290,1000
"","","","","","fjhu0umsgc","SER-FSDU-CFT-24F",84,110,1000
"","","","","","fjhudmtqjs","SER-FSDU-CFT-48F",84,830,1000
"KK4-0-DEL-11209","KK4-0","DEL 1 Year Fix","DEL","","fjhud3a247","SER-FSDU-CFT-6F",128,2520,1024
"","","","","","fjhukl3ift","SER-FSDU-CFT-12F",128,2011,1024
"","","","","","fjhu7ugh6k","SER-FSDU-CFT-24F",128,2598,1024
"","","","","","fjhuam62mc","SER-FSDU-CFT-48F",128,2978,1024
"KA2-0-DEL-11208","KA2-0","DEL 1 Year Fix","DEL","","fjhusa4eva","SER-FSDU-CFT-6F",202,6380,1952
"","","","","","fjhuigcjbv","SER-FSDU-CFT-12F",202,2700,1952
"","","","","","fjhu7avqqi","SER-FSDU-CFT-24F",202,1550,1952
"","","","","","fjhudlsj5i","SER-FSDU-CFT-48F",202,0,1952
"K4S-0-DEL-11207","K4S-0","DEL 1 Year Fix","DEL","","fjhum509qr","SER-FSDU-CFT-6F",252,4905,2016
"","","","","","fjhusdv8j4","SER-FSDU-CFT-12F",252,2305,2016
"","","","","","fjhu3ugd7o","SER-FSDU-CFT-24F",252,3856,2016
"","","","","","fjhunqois2","SER-FSDU-CFT-48F",252,1112,2016
"K4N-0-DEL-11206","K4N-0","DEL 1 Year Fix","DEL","Delhi","fjhu86rld7","SER-FSDU-CFT-6F",200,2482,1600
"","","","","","fjhuu5300i","SER-FSDU-CFT-12F",200,1965,1600
"","","","","","fjhug87b31","SER-FSDU-CFT-24F",200,3616,1600
"","","","","","fjhuj225bs","SER-FSDU-CFT-48F",200,2637,1600
"K1Q-0-DEL-11205","K1Q-0","DEL 1 Year Fix","DEL","","fjhuc4o322","SER-FSDU-CFT-6F",73,1455,616
"","","","","","fjhugi05oh","SER-FSDU-CFT-12F",73,1817,616
"","","","","","fjhu9q62n9","SER-FSDU-CFT-24F",73,1141,616
"","","","","","fjhu1mkoa9","SER-FSDU-CFT-48F",73,807,616
"K1I-0-DEL-11204","K1I-0","DEL 1 Year Fix","DEL","","fjhuusg2ru","SER-FSDU-CFT-6F",77,1270,1000
"","","","","","fjhu0bbvfl","SER-FSDU-CFT-12F",77,1415,1000
"","","","","","fjhub20ep5","SER-FSDU-CFT-24F",77,1940,1000
"","","","","","fjhu6rgodg","SER-FSDU-CFT-48F",77,415,1000
"K0S-0-DEL-11203","K0S-0","DEL 1 Year Fix","DEL","Delhi","fjhug0umsd","SER-FSDU-CFT-6F",85,1087,680
"","","","","","fjhujqp9nv","SER-FSDU-CFT-12F",85,1296,680
"","","","","","fjhud2gso5","SER-FSDU-CFT-24F",85,1976,680
"","","","","","fjhup7f9qb","SER-FSDU-CFT-48F",85,833,680
"JL3-0-DEL-11202","JL3-0","DEL 1 Year Fix","DEL","","fjhuubcnap","SER-FSDU-CFT-6F",99,5334,856
"","","","","","fjhue3t45e","SER-FSDU-CFT-12F",99,5587,856
"","","","","","fjhuk6m5u9","SER-FSDU-CFT-24F",99,4518,856
"","","","","","fjhuq6cvqj","SER-FSDU-CFT-48F",99,288,856
"J4U-0-DEL-11201","J4U-0","DEL 1 Year Fix","DEL","","fjht5qg8kj","SER-FSDU-CFT-6F",210,1735,1680
"","","","","","fjht79ciae","SER-FSDU-CFT-12F",210,1865,1680
"","","","","","fjhts21s7p","SER-FSDU-CFT-24F",210,2440,1680
"","","","","","fjhte910ku","SER-FSDU-CFT-48F",210,1100,1680
"J3R-0-DEL-11200","J3R-0","DEL 1 Year Fix","DEL","","fjhtr61ckq","SER-FSDU-CFT-6F",353,3215,2824
"","","","","","fjht6i14u1","SER-FSDU-CFT-12F",353,3330,2824
"","","","","","fjht0l7od0","SER-FSDU-CFT-24F",353,5375,2824
"","","","","","fjhte0d9v9","SER-FSDU-CFT-48F",353,3000,2824
"J3N-0-DEL-11199","J3N-0","DEL 1 Year Fix","DEL","","fjhttouovj","SER-FSDU-CFT-6F",74,1130,672
"","","","","","fjhth036e1","SER-FSDU-CFT-12F",74,1142,672
"","","","","","fjht75a6cq","SER-FSDU-CFT-24F",74,1751,672
"","","","","","fjht2s454q","SER-FSDU-CFT-48F",74,870,672
"J3J-0-DEL-11198","J3J-0","DEL 1 Year Fix","DEL","","fjht5ort6q","SER-FSDU-CFT-6F",362,0,3976
"","","","","","fjhtptbf4i","SER-FSDU-CFT-12F",362,4300,3976
"","","","","","fjht34i6rn","SER-FSDU-CFT-24F",362,3000,3976
"","","","","","fjht105iq4","SER-FSDU-CFT-48F",362,650,3976
"J3D-0-DEL-11197","J3D-0","DEL 1 Year Fix","DEL","","fjhthcdihc","SER-FSDU-CFT-6F",362,0,2896
"","","","","","fjht15eun1","SER-FSDU-CFT-12F",362,0,2896
"","","","","","fjhtvp6u18","SER-FSDU-CFT-24F",362,0,2896
"","","","","","fjhtumrgjv","SER-FSDU-CFT-48F",362,300,2896
"J3C-0-DEL-11196","J3C-0","DEL 1 Year Fix","DEL","","fjhtsb88bh","SER-FSDU-CFT-6F",216,6400,3432
"","","","","","fjhttcbb3h","SER-FSDU-CFT-12F",216,3400,3432
"","","","","","fjhtvlhmdf","SER-FSDU-CFT-24F",216,1100,3432
"","","","","","fjht436bq5","SER-FSDU-CFT-48F",216,270,3432
"J2E-0-DEL-11195","J2E-0","DEL 1 Year Fix","DEL","","fjhtas7bg7","SER-FSDU-CFT-6F",314,6304,2512
"","","","","","fjhtfabo5t","SER-FSDU-CFT-12F",314,6600,2512
"","","","","","fjhtie9fnh","SER-FSDU-CFT-24F",314,3954,2512
"","","","","","fjhtsema8t","SER-FSDU-CFT-48F",314,1128,2512
"J1X-0-DEL-11194","J1X-0","DEL 1 Year Fix","DEL","","fjhtnjgg16","SER-FSDU-CFT-6F",306,6527,2448
"","","","","","fjht7q4uvu","SER-FSDU-CFT-12F",306,6054,2448
